Title,Link,Content,Public_Time,Source
截至5月8日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202205/fba738cd4a134897b38ff4b87eb5fb5a.shtml,"5月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例415例。其中境外输入病例14例（广东7例，福建4例，上海2例，广西1例），含2例由无症状感染者转为确诊病例（福建1例，广东1例）；本土病例401例（上海322例，北京33例，广东28例，河南14例，青海2例，浙江1例，湖南1例），含236例由无症状感染者转为确诊病例（上海230例，北京5例，广东1例）。新增死亡病例11例，均为本土病例，均在上海；无新增疑似病例。
当日新增治愈出院病例849例，其中境外输入病例16例，本土病例833例（上海645例，吉林57例，黑龙江26例，江西23例，浙江16例，北京12例，辽宁10例，内蒙古8例，四川8例，广东7例，河南6例，福建4例，湖南3例，江苏2例，重庆2例，青海2例，安徽1例，山东1例），解除医学观察的密切接触者44163人，重症病例较前一日减少4例。
境外输入现有确诊病例158例（无重症病例），无现有疑似病例。累计确诊病例18286例，累计治愈出院病例18128例，无死亡病例。
截至5月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例8736例（其中重症病例529例），累计治愈出院病例206119例，累计死亡病例5185例，累计报告确诊病例220040例，无现有疑似病例。累计追踪到密切接触者3692144人，尚在医学观察的密切接触者401851人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者3918例，其中境外输入59例，本土3859例（上海3625例，江苏62例，辽宁50例，河南46例，青海18例，北京16例，浙江16例，广东12例，江西10例，吉林3例，河北1例）。
当日解除医学观察的无症状感染者8628例，其中境外输入88例，本土8540例（上海8069例，吉林85例，辽宁78例，江西66例，山东47例，河北29例，河南27例，江苏25例，浙江24例，黑龙江19例，安徽16例，云南16例，福建8例，湖北8例，广西8例，新疆7例，北京2例，青海2例，山西1例，广东1例，重庆1例，四川1例）；当日转为确诊病例238例（境外输入2例）；尚在医学观察的无症状感染者92564例（境外输入474例）。
累计收到港澳台地区通报确诊病例688627例。其中，香港特别行政区331274例（出院60600例，死亡9346例），澳门特别行政区82例（出院82例），台湾地区357271例（出院13742例，死亡919例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-05-09,卫生应急办公室
截至5月10日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202205/7a03dc9c2628477c96621c4910dad3ed.shtml,"5月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例324例。其中境外输入病例22例（福建11例，广西3例，广东2例，北京1例，辽宁1例，上海1例，江苏1例，四川1例，云南1例），含1例由无症状感染者转为确诊病例（在广东）；本土病例302例（上海228例，北京24例，河南22例，广东10例，青海10例，辽宁4例，浙江2例，福建2例），含210例由无症状感染者转为确诊病例（上海198例，青海5例，辽宁4例，北京2例，河南1例）。新增死亡病例7例，均为本土病例，在上海；无新增疑似病例。
当日新增治愈出院病例817例，其中境外输入病例11例，本土病例806例（上海607例，吉林98例，北京38例，江西16例，四川8例，黑龙江6例，浙江5例，广东5例，河南4例，湖南4例，山西3例，辽宁3例，江苏3例，山东3例，内蒙古2例，青海1例），解除医学观察的密切接触者38821人，重症病例较前一日减少27例。
境外输入现有确诊病例165例（无重症病例），无现有疑似病例。累计确诊病例18316例，累计治愈出院病例18151例，无死亡病例。
截至5月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例7568例（其中重症病例484例），累计治愈出院病例207955例，累计死亡病例5198例，累计报告确诊病例220721例，无现有疑似病例。累计追踪到密切接触者3774376人，尚在医学观察的密切接触者399876人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者1603例，其中境外输入58例，本土1545例（上海1259例，河南67例，辽宁60例，江苏49例，江西44例，北京13例，广东10例，青海10例，四川9例，河北5例，浙江5例，吉林4例，广西3例，湖北2例，贵州2例，山西1例，安徽1例，重庆1例）。
当日解除医学观察的无症状感染者8760例，其中境外输入44例，本土8716例（上海8094例，辽宁220例，吉林156例，江西71例，山东35例，安徽30例，河北29例，浙江15例，江苏13例，河南13例，山西6例，云南6例，黑龙江5例，广西5例，四川5例，北京4例，福建4例，新疆4例，广东1例）；当日转为确诊病例211例（境外输入1例）；尚在医学观察的无症状感染者79926例（境外输入465例）。
累计收到港澳台地区通报确诊病例779766例。其中，香港特别行政区331361例（出院60718例，死亡9352例），澳门特别行政区82例（出院82例），台湾地区448323例（出院13742例，死亡943例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-05-11,卫生应急办公室
截至5月11日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202205/fe7f66f0acf946f0a43495531eb80967.shtml,"5月11日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例237例。其中境外输入病例15例（广西5例，福建4例，云南4例，广东2例）；本土病例222例（上海144例，北京35例，河南21例，青海13例，吉林3例，广东3例，辽宁2例，贵州1例），含111例由无症状感染者转为确诊病例（上海106例，辽宁2例，北京1例，广东1例，贵州1例）。新增死亡病例5例，均为本土病例，在上海；新增疑似病例1例，为境外输入病例（在上海）。
当日新增治愈出院病例571例，其中境外输入病例9例，本土病例562例（上海432例，北京45例，吉林26例，广东15例，浙江7例，内蒙古6例，江西6例，湖南5例，四川5例，山西3例，黑龙江3例，辽宁2例，福建2例，山东2例，青海2例，河北1例），解除医学观察的密切接触者62719人，重症病例较前一日减少40例。
境外输入现有确诊病例171例（无重症病例），现有疑似病例1例。累计确诊病例18331例，累计治愈出院病例18160例，无死亡病例。
截至5月11日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例7229例（其中重症病例444例），累计治愈出院病例208526例，累计死亡病例5203例，累计报告确诊病例220958例，现有疑似病例1例。累计追踪到密切接触者3801166人，尚在医学观察的密切接触者363739人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者1680例，其中境外输入50例，本土1630例（上海1305例，辽宁85例，河南77例，江苏47例，四川25例，青海25例，浙江20例，江西14例，北京11例，河北10例，贵州4例，吉林2例，广东2例，广西2例，山东1例）。
当日解除医学观察的无症状感染者5963例，其中境外输入81例，本土5882例（上海5509例，江西78例，辽宁77例，吉林47例，河北40例，山东31例，安徽15例，江苏14例，山西13例，浙江13例，河南10例，湖北10例，云南6例，北京4例，黑龙江4例，广东4例，新疆3例，广西2例，天津1例，四川1例）；当日转为确诊病例111例（无境外输入）；尚在医学观察的无症状感染者75532例（境外输入434例）。
累计收到港澳台地区通报确诊病例836957例。其中，香港特别行政区331420例（出院60841例，死亡9355例），澳门特别行政区82例（出院82例），台湾地区505455例（出院13742例，死亡951例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-05-12,卫生应急办公室
截至5月23日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202205/5b284c9a079b45e88982f6dc5cc0697d.shtml,"5月23日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例156例。其中境外输入病例15例（福建5例，广东2例，广西2例，四川2例，江苏1例，浙江1例，重庆1例，云南1例），含1例由无症状感染者转为确诊病例（在浙江）；本土病例141例（上海58例，北京41例，四川19例，天津16例，陕西4例，辽宁1例，吉林1例，浙江1例），含56例由无症状感染者转为确诊病例（上海39例，四川8例，天津6例，北京2例，辽宁1例）。新增死亡病例1例，为本土病例，在上海；新增疑似病例1例，为境外输入病例（在上海）。
当日新增治愈出院病例474例，其中境外输入病例11例，本土病例463例（上海379例，北京39例，广东14例，吉林8例，河南8例，青海5例，浙江4例，山东2例，天津1例，湖南1例，广西1例，重庆1例），解除医学观察的密切接触者26317人，重症病例较前一日减少1例。
境外输入现有确诊病例203例（无重症病例），现有疑似病例1例。累计确诊病例18521例，累计治愈出院病例18318例，无死亡病例。
截至5月23日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例3956例（其中重症病例192例），累计治愈出院病例214308例，累计死亡病例5224例，累计报告确诊病例223488例，现有疑似病例1例。累计追踪到密切接触者4017358人，尚在医学观察的密切接触者229951人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者532例，其中境外输入34例，本土498例（上海422例，四川24例，河南23例，天津8例，北京7例，吉林7例，浙江3例，江苏1例，福建1例，江西1例，山东1例）。
当日解除医学观察的无症状感染者5369例，其中境外输入58例，本土5311例（上海5094例，江苏27例，吉林25例，辽宁24例，河南23例，江西21例，四川15例，北京13例，河北13例，青海13例，浙江11例，广东11例，安徽7例，山东5例，天津3例，山西1例，黑龙江1例，湖北1例，广西1例，重庆1例，云南1例）；当日转为确诊病例57例（境外输入1例）；尚在医学观察的无症状感染者30323例（境外输入429例）。
累计收到港澳台地区通报确诊病例1718752例。其中，香港特别行政区332030例（出院61925例，死亡9370例），澳门特别行政区82例（出院82例），台湾地区1386640例（出院13742例，死亡1436例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-05-24,卫生应急办公室
截至5月26日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202205/e782705a866642e4a44b3285c90c7ee8.shtml,"5月26日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例102例。其中境外输入病例22例（福建8例，江苏4例，四川4例，云南2例，北京1例，上海1例，广东1例，重庆1例），含3例由无症状感染者转为确诊病例（广东1例，重庆1例，四川1例）；本土病例80例（上海45例，北京22例，天津7例，吉林2例，四川2例，江苏1例，云南1例），含36例由无症状感染者转为确诊病例（上海33例，北京2例，天津1例）。新增死亡病例1例，为本土病例，在上海；无新增疑似病例。
当日新增治愈出院病例216例，其中境外输入病例24例，本土病例192例（上海128例，北京30例，吉林8例，天津6例，河南6例，广东5例，浙江3例，四川2例，青海2例，辽宁1例，山东1例），解除医学观察的密切接触者14551人，重症病例较前一日减少1例。
境外输入现有确诊病例211例（无重症病例），无现有疑似病例。累计确诊病例18584例，累计治愈出院病例18373例，无死亡病例。
截至5月26日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例3272例（其中重症病例169例），累计治愈出院病例215339例，累计死亡病例5226例，累计报告确诊病例223837例，无现有疑似病例。累计追踪到密切接触者4055768人，尚在医学观察的密切接触者204521人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者342例，其中境外输入68例，本土274例（上海219例，辽宁9例，河南8例，四川8例，新疆8例，北京7例，吉林5例，天津3例，山东3例，黑龙江1例，江苏1例，浙江1例，江西1例）。
当日解除医学观察的无症状感染者3136例，其中境外输入58例，本土3078例（上海2903例，四川50例，河南23例，江苏21例，天津13例，辽宁13例，北京10例，吉林10例，江西10例，浙江9例，安徽4例，广东4例，青海4例，山东2例，广西2例）；当日转为确诊病例39例（境外输入3例）；尚在医学观察的无症状感染者19295例（境外输入435例）。
累计收到港澳台地区通报确诊病例1972529例。其中，香港特别行政区332175例（出院62098例，死亡9374例），澳门特别行政区83例（出院82例），台湾地区1640271例（出院13742例，死亡1658例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-05-27,卫生应急办公室
截至5月29日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202205/b6c5772649554d5d82c31721632d514d.shtml,"5月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例34例。其中境外输入病例14例（福建4例，广东4例，广西2例，云南2例，浙江1例，四川1例），含2例由无症状感染者转为确诊病例（浙江1例，广东1例）；本土病例20例（北京8例，天津6例，上海6例），含3例由无症状感染者转为确诊病例（上海2例，北京1例）。无新增死亡病例。新增疑似病例2例，均为境外输入病例（均在上海）。
当日新增治愈出院病例215例，其中境外输入病例12例，本土病例203例（上海119例，北京50例，四川11例，天津7例，河南7例，广东5例，辽宁3例，江苏1例），解除医学观察的密切接触者12973人，重症病例较前一日减少7例。
境外输入现有确诊病例231例（无重症病例），现有疑似病例5例。累计确诊病例18651例，累计治愈出院病例18420例，无死亡病例。
截至5月29日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例2748例（其中重症病例133例），累计治愈出院病例216075例，累计死亡病例5226例，累计报告确诊病例224049例，现有疑似病例5例。累计追踪到密切接触者4081622人，尚在医学观察的密切接触者187651人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者150例，其中境外输入48例，本土102例（上海61例，河北19例，辽宁5例，吉林5例，新疆5例，北京4例，河南2例，山东1例）。
当日解除医学观察的无症状感染者2550例，其中境外输入42例，本土2508例（上海2340例，四川70例，辽宁29例，河南27例，浙江10例，天津6例，江苏5例，北京4例，吉林3例，山东3例，广东3例，河北1例，安徽1例，福建1例，广西1例，重庆1例，贵州1例，青海1例，新疆1例）；当日转为确诊病例5例（境外输入2例）；尚在医学观察的无症状感染者13776例（境外输入453例）。
累计收到港澳台地区通报确诊病例2224643例。其中，香港特别行政区332288例（出院62174例，死亡9376例），澳门特别行政区83例（出院82例），台湾地区1892272例（出院13742例，死亡2056例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-05-30,卫生应急办公室
截至6月3日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202206/e5ceb615bff84d988d273fd041dd80a7.shtml,"6月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例46例。其中境外输入病例25例（福建7例，北京4例，广东4例，四川4例，上海2例，云南2例，浙江1例，广西1例），含1例由无症状感染者转为确诊病例（在浙江）；本土病例21例（内蒙古11例，北京5例，上海5例），含3例由无症状感染者转为确诊病例（上海2例，北京1例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例304例，其中境外输入病例24例，本土病例280例（上海180例，北京51例，四川19例，吉林16例，天津8例，河南2例，江苏1例，福建1例，广东1例，陕西1例），解除医学观察的密切接触者12033人，重症病例较前一日减少9例。
境外输入现有确诊病例218例（无重症病例），无现有疑似病例。累计确诊病例18747例，累计治愈出院病例18529例，无死亡病例。
截至6月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例1614例（其中重症病例73例），累计治愈出院病例217414例，累计死亡病例5226例，累计报告确诊病例224254例，无现有疑似病例。累计追踪到密切接触者4118309人，尚在医学观察的密切接触者142873人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者125例，其中境外输入70例，本土55例（辽宁26例，上海9例，内蒙古5例，吉林5例，河南3例，四川3例，广西2例，北京1例，云南1例）。
当日解除医学观察的无症状感染者1425例，其中境外输入44例，本土1381例（上海1204例，四川95例，河南24例，吉林21例，天津9例，新疆9例，浙江5例，辽宁4例，北京2例，广东2例，河北1例，黑龙江1例，安徽1例，江西1例，山东1例，广西1例）；当日转为确诊病例4例（境外输入1例）；尚在医学观察的无症状感染者7318例（境外输入482例）。
累计收到港澳台地区通报确诊病例2607368例。其中，香港特别行政区332619例（出院62437例，死亡9382例），澳门特别行政区83例（出院82例），台湾地区2274666例（出院13742例，死亡2663例）。




（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-06-04,卫生应急办公室
截至6月9日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202206/a57b0ca9ff0848db99b4215cd48f0520.shtml,"6月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例45例。其中境外输入病例15例（广东3例，广西3例，北京2例，上海2例，福建2例，山西1例，四川1例，陕西1例），含3例由无症状感染者转为确诊病例（福建1例，四川1例，陕西1例）；本土病例30例（内蒙古15例，北京7例，上海6例，辽宁2例），含2例由无症状感染者转为确诊病例（内蒙古1例，辽宁1例）。无新增死亡病例。新增疑似病例1例，为境外输入病例（在上海）。
当日新增治愈出院病例156例，其中境外输入病例12例，本土病例144例（上海103例，北京19例，四川13例，天津4例，江苏2例，河北1例，吉林1例，浙江1例），解除医学观察的密切接触者10051人，重症病例较前一日减少6例。
境外输入现有确诊病例194例（无重症病例），现有疑似病例1例。累计确诊病例18849例，累计治愈出院病例18655例，无死亡病例。
截至6月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例795例（其中重症病例27例），累计治愈出院病例218559例，累计死亡病例5226例，累计报告确诊病例224580例，现有疑似病例1例。累计追踪到密切接触者4144662人，尚在医学观察的密切接触者106051人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者106例，其中境外输入63例，本土43例（内蒙古20例，辽宁7例，吉林7例，上海5例，广西2例，北京1例，福建1例）。
当日解除医学观察的无症状感染者548例，其中境外输入33例，本土515例（上海393例，河北40例，四川30例，河南17例，浙江10例，吉林8例，北京6例，辽宁6例，天津3例，江西1例，山东1例）；当日转为确诊病例5例（境外输入3例）；尚在医学观察的无症状感染者3058例（境外输入487例）。
累计收到港澳台地区通报确诊病例3026987例。其中，香港特别行政区333117例（出院62691例，死亡9390例），澳门特别行政区83例（出院83例），台湾地区2693787例（出院13742例，死亡3584例）。





（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-06-10,卫生应急办公室
截至6月26日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202206/6deb87dda7fb43c5a6646383d6088d4c.shtml,"6月26日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例39例。其中境外输入病例34例（上海6例，陕西6例，天津5例，福建4例，广东4例，重庆3例，浙江2例，江苏1例，湖北1例，四川1例，云南1例），含7例由无症状感染者转为确诊病例（天津4例，浙江2例，福建1例）；本土病例5例（北京3例，上海2例）。无新增死亡病例。无新增疑似病例。
当日新增治愈出院病例77例，其中境外输入病例30例，本土病例47例（北京18例，内蒙古18例，辽宁5例，上海4例，重庆2例），解除医学观察的密切接触者10625人，重症病例与前一日持平。
境外输入现有确诊病例320例（无重症病例），无现有疑似病例。累计确诊病例19305例，累计治愈出院病例18985例，无死亡病例。
截至6月26日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例548例（其中重症病例2例），累计治愈出院病例219791例，累计死亡病例5226例，累计报告确诊病例225565例，无现有疑似病例。累计追踪到密切接触者4251035人，尚在医学观察的密切接触者97790人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者67例，其中境外输入49例，本土18例（辽宁6例，安徽3例，广东3例，上海2例，广西2例，北京1例，云南1例）。
当日解除医学观察的无症状感染者145例，其中境外输入72例，本土73例（上海20例，吉林14例，北京12例，内蒙古12例，辽宁10例，广西2例，福建1例，江西1例，四川1例）；当日转为确诊病例7例（均为境外输入）；尚在医学观察的无症状感染者919例（境外输入481例）。
累计收到港澳台地区通报确诊病例3950153例。其中，香港特别行政区336658例（出院63682例，死亡9398例），澳门特别行政区150例（出院83例），台湾地区3613345例（出院13742例，死亡6254例）。



（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2022-06-27,卫生应急办公室
截至5月3日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202005/4e14e851ed9e4f7581ca54f629da96a7.shtml,"5月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例3例，均为境外输入病例（上海2例，山东1例）；无新增死亡病例；新增疑似病例1例，为境外输入疑似病例（在上海）。
　　当日新增治愈出院病例53例，解除医学观察的密切接触者632人，重症病例减少1例。
　　境外输入现有确诊病例402例（含重症病例5例），现有疑似病例3例。累计确诊病例1675例，累计治愈出院病例1273例，无死亡病例。
　　截至5月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例481例（其中重症病例33例），累计治愈出院病例77766例，累计死亡病例4633例，累计报告确诊病例82880例，现有疑似病例3例。累计追踪到密切接触者734766人，尚在医学观察的密切接触者7392人。
　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者13例（境外输入2例）；无当日转为确诊病例；当日解除医学观察19例（境外输入2例）；尚在医学观察无症状感染者962例（境外输入98例）。
　　累计收到港澳台地区通报确诊病例1520例。其中，香港特别行政区1039例（出院879例，死亡4例），澳门特别行政区45例（出院39例），台湾地区436例（出院332例，死亡6例）。

 
 
（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-05-04,卫生应急办公室
截至5月3日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202105/3abf2aea54a04ccba0a7f0416bd6d618.shtml,"5月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例17例，均为境外输入病例（四川6例，广东4例，上海3例，山东2例，江苏1例，云南1例）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例15例，解除医学观察的密切接触者122人，重症病例与前一日持平。
境外输入现有确诊病例292例（其中重症病例5例），现有疑似病例6例。累计确诊病例5716例，累计治愈出院病例5424例，无死亡病例。
截至5月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例325例（其中重症病例5例），累计治愈出院病例85753例，累计死亡病例4636例，累计报告确诊病例90714例，现有疑似病例6例。累计追踪到密切接触者1009335人，尚在医学观察的密切接触者7006人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者20例（均为境外输入）；当日转为确诊病例5例（均为境外输入）；当日解除医学观察13例（均为境外输入）；尚在医学观察的无症状感染者328例（境外输入319例）。
累计收到港澳台地区通报确诊病例12980例。其中，香港特别行政区11786例（出院11447例，死亡210例），澳门特别行政区49例（出院49例），台湾地区1145例（出院1058例，死亡12例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-05-04,卫生应急办公室
截至5月8日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202005/2e48fde64f4a4f52b71724050222fbfb.shtml,"5月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1例，为境外输入病例（在天津）；无新增死亡病例；新增疑似病例2例，均为境外输入病例（在上海）。
　　当日新增治愈出院病例53例，解除医学观察的密切接触者670人，重症病例减少3例。
　　境外输入现有确诊病例176例（含重症病例4例），现有疑似病例8例。累计确诊病例1681例，累计治愈出院病例1505例，无死亡病例。
　　截至5月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例208例（其中重症病例15例），累计治愈出院病例78046例，累计死亡病例4633例，累计报告确诊病例82887例，现有疑似病例8例。累计追踪到密切接触者736372人，尚在医学观察的密切接触者5859人。
　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者15例（无境外输入）；当日无转为确诊病例；当日解除医学观察33例（境外输入8例）；尚在医学观察无症状感染者836例（境外输入63例）。
　　累计收到港澳台地区通报确诊病例1529例。其中，香港特别行政区1044例（出院960例，死亡4例），澳门特别行政区45例（出院40例），台湾地区440例（出院355例，死亡6例）。

 
 
（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-05-09,卫生应急办公室
截至5月8日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202105/ce288ab7a17d4420abd8c5380ecd2872.shtml,"5月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例12例，均为境外输入病例（上海6例，广东5例，宁夏1例）；无新增死亡病例；无新增疑似病例。
当日新增治愈出院病例12例，解除医学观察的密切接触者832人，重症病例与前一日持平。
境外输入现有确诊病例275例（其中重症病例1例），现有疑似病例1例。累计确诊病例5760例，累计治愈出院病例5485例，无死亡病例。
截至5月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例300例（其中重症病例1例），累计治愈出院病例85822例，累计死亡病例4636例，累计报告确诊病例90758例，现有疑似病例1例。累计追踪到密切接触者1010948人，尚在医学观察的密切接触者5214人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者10例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察14例（均为境外输入）；尚在医学观察的无症状感染者308例（境外输入301例）。
累计收到港澳台地区通报确诊病例13038例。其中，香港特别行政区11806例（出院11486例，死亡210例），澳门特别行政区49例（出院49例），台湾地区1183例（出院1082例，死亡12例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-05-09,卫生应急办公室
截至5月10日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202005/f8d5621b55b7434ba452dcaf9fa1aae7.shtml,"5月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例17例，其中10例为本土病例（湖北5例，吉林3例，辽宁1例，黑龙江1例），7例为境外输入病例（均在内蒙古）；无新增死亡病例；无新增疑似病例。
　　当日新增治愈出院病例24例，解除医学观察的密切接触者678人，重症病例减少4例。
　　境外输入现有确诊病例99例（含重症病例3例），现有疑似病例3例。累计确诊病例1690例，累计治愈出院病例1591例，无死亡病例。
　　截至5月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例141例（其中重症病例9例），累计治愈出院病例78144例，累计死亡病例4633例，累计报告确诊病例82918例，现有疑似病例3例。累计追踪到密切接触者737127人，尚在医学观察的密切接触者5501人。
　　31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者12例（无境外输入）；当日转为确诊病例6例（无境外输入）；当日解除医学观察20例（境外输入4例）；尚在医学观察无症状感染者780例（境外输入44例）。
　　累计收到港澳台地区通报确诊病例1532例。其中，香港特别行政区1047例（出院982例，死亡4例），澳门特别行政区45例（出院41例），台湾地区440例（出院366例，死亡6例）。

 
 
（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2020-05-11,卫生应急办公室
截至5月10日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/yjb/s7860/202105/91c0c2ccb86f46c69650a7eee4025d6e.shtml,"5月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例14例，均为境外输入病例（上海4例，四川4例，福建2例，湖南1例，广东1例，重庆1例，陕西1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在内蒙古）。
当日新增治愈出院病例10例，解除医学观察的密切接触者642人，重症病例与前一日持平。
境外输入现有确诊病例279例（无重症病例），现有疑似病例2例。累计确诊病例5785例，累计治愈出院病例5506例，无死亡病例。
截至5月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例302例（无重症病例），累计治愈出院病例85845例，累计死亡病例4636例，累计报告确诊病例90783例，现有疑似病例2例。累计追踪到密切接触者1012557人，尚在医学观察的密切接触者5848人。
31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者25例（均为境外输入）；当日转为确诊病例4例（均为境外输入）；当日解除医学观察22例（均为境外输入）；尚在医学观察的无症状感染者318例（境外输入312例）。
累计收到港澳台地区通报确诊病例13059例。其中，香港特别行政区11811例（出院11496例，死亡210例），澳门特别行政区49例（出院49例），台湾地区1199例（出院1089例，死亡12例）。


（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）",2021-05-11,卫生应急办公室
